"Route","Departing_Port","Arriving_Port","Airline","Month","Sectors_Scheduled","Sectors_Flown","Cancellations","Departures_On_Time","Arrivals_On_Time","Departures_Delayed","Arrivals_Delayed","Year","Month_Num"
"Melbourne-Sydney","Melbourne","Sydney","All Airlines","Aug-23",2325,2105,220,1594,1505,511,600,2023,8
"Mildura-Melbourne","Mildura","Melbourne","All Airlines","Aug-23",244,239,5,173,162,66,77,2023,8
"Mount Isa-Brisbane","Mount Isa","Brisbane","All Airlines","Aug-23",68,68,0,53,56,15,12,2023,8
"Newcastle-Brisbane","Newcastle","Brisbane","All Airlines","Aug-23",277,258,19,175,200,83,58,2023,8
"Newcastle-Melbourne","Newcastle","Melbourne","All Airlines","Aug-23",140,137,3,97,97,40,40,2023,8
"Newman-Perth","Newman","Perth","All Airlines","Aug-23",186,180,6,145,109,35,71,2023,8
"Perth-Adelaide","Perth","Adelaide","All Airlines","Aug-23",194,181,13,123,145,58,36,2023,8
"Perth-Brisbane","Perth","Brisbane","All Airlines","Aug-23",301,293,8,191,238,102,55,2023,8
"Perth-Broome","Perth","Broome","All Airlines","Aug-23",147,146,1,100,113,46,33,2023,8
"Perth-Darwin","Perth","Darwin","All Airlines","Aug-23",62,60,2,39,37,21,23,2023,8
"Perth-Kalgoorlie","Perth","Kalgoorlie","All Airlines","Aug-23",177,170,7,134,133,36,37,2023,8
"Perth-Karratha","Perth","Karratha","All Airlines","Aug-23",207,206,1,154,151,52,55,2023,8
"Perth-Melbourne","Perth","Melbourne","All Airlines","Aug-23",467,447,20,298,338,149,109,2023,8
"Perth-Newman","Perth","Newman","All Airlines","Aug-23",186,181,5,154,152,27,29,2023,8
"Perth-Port Hedland","Perth","Port Hedland","All Airlines","Aug-23",205,197,8,160,154,37,43,2023,8
"Perth-Sydney","Perth","Sydney","All Airlines","Aug-23",408,393,15,220,288,173,105,2023,8
"Port Hedland-Perth","Port Hedland","Perth","All Airlines","Aug-23",205,195,10,134,119,61,76,2023,8
"Port Lincoln-Adelaide","Port Lincoln","Adelaide","All Airlines","Aug-23",289,275,14,244,237,31,38,2023,8
"Port Macquarie-Sydney","Port Macquarie","Sydney","All Airlines","Aug-23",199,189,10,147,136,42,53,2023,8
"Proserpine-Brisbane","Proserpine","Brisbane","All Airlines","Aug-23",93,93,0,62,59,31,34,2023,8
"Rockhampton-Brisbane","Rockhampton","Brisbane","All Airlines","Aug-23",335,319,16,229,216,90,103,2023,8
"Sunshine Coast-Melbourne","Sunshine Coast","Melbourne","All Airlines","Aug-23",160,160,0,81,80,79,80,2023,8
"Sunshine Coast-Sydney","Sunshine Coast","Sydney","All Airlines","Aug-23",173,172,1,111,99,61,73,2023,8
"Sydney-Adelaide","Sydney","Adelaide","All Airlines","Aug-23",513,491,22,365,339,126,152,2023,8
"Sydney-Albury","Sydney","Albury","All Airlines","Aug-23",227,223,4,163,161,60,62,2023,8
"Sydney-Armidale","Sydney","Armidale","All Airlines","Aug-23",169,155,14,116,130,39,25,2023,8
"Sydney-Ballina","Sydney","Ballina","All Airlines","Aug-23",227,221,6,168,171,53,50,2023,8
"Sydney-Brisbane","Sydney","Brisbane","All Airlines","Aug-23",1385,1307,78,983,961,324,346,2023,8
"Sydney-Cairns","Sydney","Cairns","All Airlines","Aug-23",228,226,2,154,165,72,61,2023,8
"Sydney-Canberra","Sydney","Canberra","All Airlines","Aug-23",748,667,81,524,509,143,158,2023,8
"Sydney-Coffs Harbour","Sydney","Coffs Harbour","All Airlines","Aug-23",226,219,7,160,179,59,40,2023,8
"Sydney-Dubbo","Sydney","Dubbo","All Airlines","Aug-23",250,242,8,175,195,67,47,2023,8
"Sydney-Gold Coast","Sydney","Gold Coast","All Airlines","Aug-23",681,668,13,500,494,168,174,2023,8
"Sydney-Hamilton Island","Sydney","Hamilton Island","All Airlines","Aug-23",84,84,0,60,59,24,25,2023,8
"Sydney-Hobart","Sydney","Hobart","All Airlines","Aug-23",224,220,4,157,157,63,63,2023,8
"Sydney-Launceston","Sydney","Launceston","All Airlines","Aug-23",96,95,1,66,64,29,31,2023,8
"Sydney-Melbourne","Sydney","Melbourne","All Airlines","Aug-23",2316,2100,216,1565,1462,535,638,2023,8
"Sydney-Perth","Sydney","Perth","All Airlines","Aug-23",414,399,15,256,223,143,176,2023,8
"Sydney-Port Macquarie","Sydney","Port Macquarie","All Airlines","Aug-23",201,192,9,140,148,52,44,2023,8
"Sydney-Sunshine Coast","Sydney","Sunshine Coast","All Airlines","Aug-23",173,172,1,126,129,46,43,2023,8
"Sydney-Wagga Wagga","Sydney","Wagga Wagga","All Airlines","Aug-23",207,203,4,144,145,59,58,2023,8
"Townsville-Brisbane","Townsville","Brisbane","All Airlines","Aug-23",320,319,1,209,195,110,124,2023,8
"Townsville-Cairns","Townsville","Cairns","All Airlines","Aug-23",172,167,5,146,148,21,19,2023,8
"Wagga Wagga-Sydney","Wagga Wagga","Sydney","All Airlines","Aug-23",206,202,4,147,146,55,56,2023,8
"Adelaide-Brisbane","Adelaide","Brisbane","Jetstar","Sep-23",35,31,4,18,20,13,11,2023,9
"Adelaide-Cairns","Adelaide","Cairns","Jetstar","Sep-23",34,32,2,29,28,3,4,2023,9
"Adelaide-Darwin","Adelaide","Darwin","Jetstar","Sep-23",28,26,2,20,20,6,6,2023,9
"Adelaide-Gold Coast","Adelaide","Gold Coast","Jetstar","Sep-23",32,31,1,25,27,6,4,2023,9
"Adelaide-Melbourne","Adelaide","Melbourne","Jetstar","Sep-23",107,101,6,61,67,40,34,2023,9
"Adelaide-Perth","Adelaide","Perth","Jetstar","Sep-23",28,27,1,22,21,5,6,2023,9
"Adelaide-Sydney","Adelaide","Sydney","Jetstar","Sep-23",121,106,15,79,81,27,25,2023,9
"Ballina-Sydney","Ballina","Sydney","Jetstar","Sep-23",78,78,0,50,52,28,26,2023,9
"Brisbane-Adelaide","Brisbane","Adelaide","Jetstar","Sep-23",36,31,5,17,20,14,11,2023,9
"Brisbane-Cairns","Brisbane","Cairns","Jetstar","Sep-23",90,87,3,60,62,27,25,2023,9
"Brisbane-Canberra","Brisbane","Canberra","Jetstar","Sep-23",30,30,0,19,17,11,13,2023,9
"Brisbane-Darwin","Brisbane","Darwin","Jetstar","Sep-23",26,24,2,18,18,6,6,2023,9
"Brisbane-Hobart","Brisbane","Hobart","Jetstar","Sep-23",24,24,0,19,18,5,6,2023,9
"Brisbane-Launceston","Brisbane","Launceston","Jetstar","Sep-23",26,26,0,17,18,9,8,2023,9
"Brisbane-Mackay","Brisbane","Mackay","Jetstar","Sep-23",28,28,0,10,13,18,15,2023,9
"Brisbane-Melbourne","Brisbane","Melbourne","Jetstar","Sep-23",182,168,14,104,117,64,51,2023,9
"Brisbane-Newcastle","Brisbane","Newcastle","Jetstar","Sep-23",52,51,1,39,41,12,10,2023,9
"Brisbane-Perth","Brisbane","Perth","Jetstar","Sep-23",26,25,1,15,20,10,5,2023,9
"Brisbane-Proserpine","Brisbane","Proserpine","Jetstar","Sep-23",30,30,0,24,24,6,6,2023,9
"Brisbane-Sydney","Brisbane","Sydney","Jetstar","Sep-23",189,171,18,108,111,63,60,2023,9
"Brisbane-Townsville","Brisbane","Townsville","Jetstar","Sep-23",49,48,1,36,37,12,11,2023,9
"Cairns-Adelaide","Cairns","Adelaide","Jetstar","Sep-23",34,32,2,28,27,4,5,2023,9
"Cairns-Brisbane","Cairns","Brisbane","Jetstar","Sep-23",91,88,3,72,73,16,15,2023,9
"Cairns-Melbourne","Cairns","Melbourne","Jetstar","Sep-23",118,115,3,78,77,37,38,2023,9
"Cairns-Sydney","Cairns","Sydney","Jetstar","Sep-23",111,103,8,81,86,22,17,2023,9
"Canberra-Brisbane","Canberra","Brisbane","Jetstar","Sep-23",30,30,0,14,19,16,11,2023,9
"Canberra-Gold Coast","Canberra","Gold Coast","Jetstar","Sep-23",18,18,0,10,12,8,6,2023,9
"Canberra-Melbourne","Canberra","Melbourne","Jetstar","Sep-23",30,30,0,18,19,12,11,2023,9
"Darwin-Adelaide","Darwin","Adelaide","Jetstar","Sep-23",27,25,2,13,19,12,6,2023,9
"Darwin-Brisbane","Darwin","Brisbane","Jetstar","Sep-23",26,24,2,16,17,8,7,2023,9
"Darwin-Melbourne","Darwin","Melbourne","Jetstar","Sep-23",30,30,0,18,21,12,9,2023,9
"Gold Coast-Adelaide","Gold Coast","Adelaide","Jetstar","Sep-23",32,31,1,23,25,8,6,2023,9
"Gold Coast-Canberra","Gold Coast","Canberra","Jetstar","Sep-23",18,18,0,12,13,6,5,2023,9
"Gold Coast-Melbourne","Gold Coast","Melbourne","Jetstar","Sep-23",239,224,15,150,157,74,67,2023,9
"Gold Coast-Sydney","Gold Coast","Sydney","Jetstar","Sep-23",281,267,14,185,184,82,83,2023,9
"Hamilton Island-Sydney","Hamilton Island","Sydney","Jetstar","Sep-23",24,24,0,13,9,11,15,2023,9
"Hobart-Brisbane","Hobart","Brisbane","Jetstar","Sep-23",25,25,0,17,17,8,8,2023,9
"Hobart-Melbourne","Hobart","Melbourne","Jetstar","Sep-23",109,107,2,72,70,35,37,2023,9
"Hobart-Sydney","Hobart","Sydney","Jetstar","Sep-23",96,91,5,62,60,29,31,2023,9
"Launceston-Brisbane","Launceston","Brisbane","Jetstar","Sep-23",25,25,0,9,16,16,9,2023,9
"Launceston-Melbourne","Launceston","Melbourne","Jetstar","Sep-23",84,83,1,42,44,41,39,2023,9
"Launceston-Sydney","Launceston","Sydney","Jetstar","Sep-23",53,52,1,20,25,32,27,2023,9
"Mackay-Brisbane","Mackay","Brisbane","Jetstar","Sep-23",29,28,1,13,16,15,12,2023,9
"Melbourne-Adelaide","Melbourne","Adelaide","Jetstar","Sep-23",107,101,6,63,64,38,37,2023,9
"Melbourne-Brisbane","Melbourne","Brisbane","Jetstar","Sep-23",185,171,14,114,111,57,60,2023,9
"Melbourne-Cairns","Melbourne","Cairns","Jetstar","Sep-23",118,116,2,77,82,39,34,2023,9
"Melbourne-Canberra","Melbourne","Canberra","Jetstar","Sep-23",29,29,0,18,19,11,10,2023,9
"Melbourne-Darwin","Melbourne","Darwin","Jetstar","Sep-23",30,30,0,21,23,9,7,2023,9
"Melbourne-Gold Coast","Melbourne","Gold Coast","Jetstar","Sep-23",237,222,15,145,153,77,69,2023,9
"Melbourne-Hobart","Melbourne","Hobart","Jetstar","Sep-23",108,106,2,71,73,35,33,2023,9
"Melbourne-Launceston","Melbourne","Launceston","Jetstar","Sep-23",84,84,0,58,57,26,27,2023,9
"Melbourne-Newcastle","Melbourne","Newcastle","Jetstar","Sep-23",55,54,1,41,42,13,12,2023,9
"Melbourne-Perth","Melbourne","Perth","Jetstar","Sep-23",81,71,10,51,51,20,20,2023,9
"Melbourne-Sunshine Coast","Melbourne","Sunshine Coast","Jetstar","Sep-23",63,61,2,46,43,15,18,2023,9
"Melbourne-Sydney","Melbourne","Sydney","Jetstar","Sep-23",376,339,37,248,243,91,96,2023,9
"Newcastle-Brisbane","Newcastle","Brisbane","Jetstar","Sep-23",52,51,1,37,36,14,15,2023,9
"Newcastle-Melbourne","Newcastle","Melbourne","Jetstar","Sep-23",56,55,1,40,40,15,15,2023,9
"Perth-Adelaide","Perth","Adelaide","Jetstar","Sep-23",28,26,2,18,19,8,7,2023,9
"Perth-Brisbane","Perth","Brisbane","Jetstar","Sep-23",26,25,1,17,15,8,10,2023,9
"Perth-Melbourne","Perth","Melbourne","Jetstar","Sep-23",83,72,11,47,52,25,20,2023,9
"Perth-Sydney","Perth","Sydney","Jetstar","Sep-23",53,48,5,18,20,30,28,2023,9
"Proserpine-Brisbane","Proserpine","Brisbane","Jetstar","Sep-23",30,30,0,17,17,13,13,2023,9
"Sunshine Coast-Melbourne","Sunshine Coast","Melbourne","Jetstar","Sep-23",64,61,3,40,43,21,18,2023,9
"Sunshine Coast-Sydney","Sunshine Coast","Sydney","Jetstar","Sep-23",94,90,4,59,57,31,33,2023,9
"Sydney-Adelaide","Sydney","Adelaide","Jetstar","Sep-23",121,106,15,61,73,45,33,2023,9
"Sydney-Ballina","Sydney","Ballina","Jetstar","Sep-23",78,78,0,56,55,22,23,2023,9
"Sydney-Brisbane","Sydney","Brisbane","Jetstar","Sep-23",191,174,17,106,106,68,68,2023,9
"Sydney-Cairns","Sydney","Cairns","Jetstar","Sep-23",111,104,7,77,83,27,21,2023,9
"Sydney-Gold Coast","Sydney","Gold Coast","Jetstar","Sep-23",280,268,12,177,179,91,89,2023,9
"Sydney-Hamilton Island","Sydney","Hamilton Island","Jetstar","Sep-23",23,23,0,17,17,6,6,2023,9
"Sydney-Hobart","Sydney","Hobart","Jetstar","Sep-23",96,91,5,59,63,32,28,2023,9
"Sydney-Launceston","Sydney","Launceston","Jetstar","Sep-23",52,52,0,27,26,25,26,2023,9
"Sydney-Melbourne","Sydney","Melbourne","Jetstar","Sep-23",374,337,37,231,237,106,100,2023,9
"Sydney-Perth","Sydney","Perth","Jetstar","Sep-23",54,50,4,33,34,17,16,2023,9
"Sydney-Sunshine Coast","Sydney","Sunshine Coast","Jetstar","Sep-23",93,90,3,64,68,26,22,2023,9
"Townsville-Brisbane","Townsville","Brisbane","Jetstar","Sep-23",49,48,1,34,36,14,12,2023,9
"Adelaide-Melbourne","Adelaide","Melbourne","Qantas","Sep-23",259,252,7,184,204,68,48,2023,9
"Adelaide-Perth","Adelaide","Perth","Qantas","Sep-23",90,90,0,70,77,20,13,2023,9
"Adelaide-Sydney","Adelaide","Sydney","Qantas","Sep-23",234,226,8,146,140,80,86,2023,9
"Brisbane-Cairns","Brisbane","Cairns","Qantas","Sep-23",102,101,1,70,78,31,23,2023,9
"Brisbane-Darwin","Brisbane","Darwin","Qantas","Sep-23",49,49,0,42,42,7,7,2023,9
"Brisbane-Hamilton Island","Brisbane","Hamilton Island","Qantas","Sep-23",25,25,0,20,23,5,2,2023,9
"Brisbane-Mackay","Brisbane","Mackay","Qantas","Sep-23",93,92,1,71,75,21,17,2023,9
"Brisbane-Melbourne","Brisbane","Melbourne","Qantas","Sep-23",388,378,10,264,291,114,87,2023,9
"Brisbane-Mount Isa","Brisbane","Mount Isa","Qantas","Sep-23",46,46,0,37,43,9,3,2023,9
"Brisbane-Perth","Brisbane","Perth","Qantas","Sep-23",163,162,1,120,143,42,19,2023,9
"Brisbane-Sydney","Brisbane","Sydney","Qantas","Sep-23",545,522,23,418,406,104,116,2023,9
"Brisbane-Townsville","Brisbane","Townsville","Qantas","Sep-23",68,68,0,43,54,25,14,2023,9
"Broome-Perth","Broome","Perth","Qantas","Sep-23",8,8,0,4,6,4,2,2023,9
"Cairns-Brisbane","Cairns","Brisbane","Qantas","Sep-23",101,100,1,82,80,18,20,2023,9
"Cairns-Melbourne","Cairns","Melbourne","Qantas","Sep-23",35,35,0,20,20,15,15,2023,9
"Cairns-Sydney","Cairns","Sydney","Qantas","Sep-23",45,45,0,24,27,21,18,2023,9
"Darwin-Brisbane","Darwin","Brisbane","Qantas","Sep-23",48,48,0,38,39,10,9,2023,9
"Darwin-Melbourne","Darwin","Melbourne","Qantas","Sep-23",40,40,0,33,32,7,8,2023,9
"Gold Coast-Melbourne","Gold Coast","Melbourne","Qantas","Sep-23",18,18,0,13,14,5,4,2023,9
"Gold Coast-Sydney","Gold Coast","Sydney","Qantas","Sep-23",50,50,0,35,34,15,16,2023,9
"Hamilton Island-Brisbane","Hamilton Island","Brisbane","Qantas","Sep-23",25,25,0,16,19,9,6,2023,9
"Hamilton Island-Sydney","Hamilton Island","Sydney","Qantas","Sep-23",30,30,0,15,19,15,11,2023,9
"Hobart-Melbourne","Hobart","Melbourne","Qantas","Sep-23",39,39,0,30,32,9,7,2023,9
"Hobart-Sydney","Hobart","Sydney","Qantas","Sep-23",4,4,0,2,3,2,1,2023,9
"Kalgoorlie-Perth","Kalgoorlie","Perth","Qantas","Sep-23",19,19,0,16,14,3,5,2023,9
"Karratha-Perth","Karratha","Perth","Qantas","Sep-23",22,21,1,19,18,2,3,2023,9
"Mackay-Brisbane","Mackay","Brisbane","Qantas","Sep-23",94,93,1,70,69,23,24,2023,9
"Melbourne-Adelaide","Melbourne","Adelaide","Qantas","Sep-23",258,253,5,196,192,57,61,2023,9
"Melbourne-Brisbane","Melbourne","Brisbane","Qantas","Sep-23",388,379,9,258,267,121,112,2023,9
"Melbourne-Cairns","Melbourne","Cairns","Qantas","Sep-23",35,35,0,25,27,10,8,2023,9
"Melbourne-Darwin","Melbourne","Darwin","Qantas","Sep-23",40,40,0,30,30,10,10,2023,9
"Melbourne-Gold Coast","Melbourne","Gold Coast","Qantas","Sep-23",18,18,0,16,15,2,3,2023,9
"Melbourne-Hobart","Melbourne","Hobart","Qantas","Sep-23",38,38,0,23,24,15,14,2023,9
"Melbourne-Perth","Melbourne","Perth","Qantas","Sep-23",213,207,6,142,146,65,61,2023,9
"Melbourne-Sunshine Coast","Melbourne","Sunshine Coast","Qantas","Sep-23",30,30,0,24,26,6,4,2023,9
"Melbourne-Sydney","Melbourne","Sydney","Qantas","Sep-23",895,826,69,617,539,209,287,2023,9
"Mount Isa-Brisbane","Mount Isa","Brisbane","Qantas","Sep-23",46,46,0,39,40,7,6,2023,9
"Newman-Perth","Newman","Perth","Qantas","Sep-23",20,20,0,19,14,1,6,2023,9
"Perth-Adelaide","Perth","Adelaide","Qantas","Sep-23",90,90,0,64,70,26,20,2023,9
"Perth-Brisbane","Perth","Brisbane","Qantas","Sep-23",163,162,1,129,121,33,41,2023,9
"Perth-Broome","Perth","Broome","Qantas","Sep-23",8,8,0,6,7,2,1,2023,9
"Perth-Kalgoorlie","Perth","Kalgoorlie","Qantas","Sep-23",19,19,0,18,18,1,1,2023,9
"Perth-Karratha","Perth","Karratha","Qantas","Sep-23",22,22,0,20,20,2,2,2023,9
"Perth-Melbourne","Perth","Melbourne","Qantas","Sep-23",213,209,4,138,143,71,66,2023,9
"Perth-Newman","Perth","Newman","Qantas","Sep-23",20,20,0,19,19,1,1,2023,9
"Perth-Port Hedland","Perth","Port Hedland","Qantas","Sep-23",21,21,0,17,19,4,2,2023,9
"Perth-Sydney","Perth","Sydney","Qantas","Sep-23",214,209,5,146,143,63,66,2023,9
"Port Hedland-Perth","Port Hedland","Perth","Qantas","Sep-23",21,21,0,18,16,3,5,2023,9
"Sunshine Coast-Melbourne","Sunshine Coast","Melbourne","Qantas","Sep-23",30,30,0,12,18,18,12,2023,9
"Sunshine Coast-Sydney","Sunshine Coast","Sydney","Qantas","Sep-23",32,32,0,16,18,16,14,2023,9
"Sydney-Adelaide","Sydney","Adelaide","Qantas","Sep-23",234,226,8,138,130,88,96,2023,9
"Sydney-Brisbane","Sydney","Brisbane","Qantas","Sep-23",550,529,21,342,356,187,173,2023,9
"Sydney-Cairns","Sydney","Cairns","Qantas","Sep-23",45,45,0,25,27,20,18,2023,9
"Sydney-Gold Coast","Sydney","Gold Coast","Qantas","Sep-23",49,49,0,26,28,23,21,2023,9
"Sydney-Hamilton Island","Sydney","Hamilton Island","Qantas","Sep-23",30,30,0,17,18,13,12,2023,9
"Sydney-Hobart","Sydney","Hobart","Qantas","Sep-23",4,4,0,3,3,1,1,2023,9
"Sydney-Melbourne","Sydney","Melbourne","Qantas","Sep-23",890,824,66,537,545,287,279,2023,9
"Sydney-Perth","Sydney","Perth","Qantas","Sep-23",213,209,4,109,131,100,78,2023,9
"Sydney-Sunshine Coast","Sydney","Sunshine Coast","Qantas","Sep-23",32,32,0,17,20,15,12,2023,9
"Townsville-Brisbane","Townsville","Brisbane","Qantas","Sep-23",68,68,0,49,54,19,14,2023,9
"Gold Coast-Melbourne","Gold Coast","Melbourne","QantasLink","Sep-23",12,11,1,5,5,6,6,2023,9
"Gold Coast-Sydney","Gold Coast","Sydney","QantasLink","Sep-23",40,39,1,20,22,19,17,2023,9
"Melbourne-Gold Coast","Melbourne","Gold Coast","QantasLink","Sep-23",12,11,1,8,8,3,3,2023,9
"Brisbane-Mount Isa","Brisbane","Mount Isa","QantasLink","Sep-23",5,5,0,5,5,0,0,2023,9
"Sydney-Gold Coast","Sydney","Gold Coast","QantasLink","Sep-23",41,40,1,24,24,16,16,2023,9
"Mount Isa-Brisbane","Mount Isa","Brisbane","QantasLink","Sep-23",5,5,0,3,2,2,3,2023,9
"Adelaide-Alice Springs","Adelaide","Alice Springs","QantasLink","Sep-23",51,51,0,45,44,6,7,2023,9
"Adelaide-Brisbane","Adelaide","Brisbane","QantasLink","Sep-23",182,180,2,134,139,46,41,2023,9
"Adelaide-Canberra","Adelaide","Canberra","QantasLink","Sep-23",103,101,2,91,90,10,11,2023,9
"Adelaide-Darwin","Adelaide","Darwin","QantasLink","Sep-23",60,58,2,54,54,4,4,2023,9
"Adelaide-Melbourne","Adelaide","Melbourne","QantasLink","Sep-23",13,12,1,4,4,8,8,2023,9
"Adelaide-Port Lincoln","Adelaide","Port Lincoln","QantasLink","Sep-23",136,131,5,118,116,13,15,2023,9
"Albury-Sydney","Albury","Sydney","QantasLink","Sep-23",100,98,2,69,67,29,31,2023,9
"Alice Springs-Adelaide","Alice Springs","Adelaide","QantasLink","Sep-23",51,51,0,44,42,7,9,2023,9
"Armidale-Sydney","Armidale","Sydney","QantasLink","Sep-23",105,98,7,83,82,15,16,2023,9
"Ballina-Sydney","Ballina","Sydney","QantasLink","Sep-23",79,72,7,64,59,8,13,2023,9
"Brisbane-Adelaide","Brisbane","Adelaide","QantasLink","Sep-23",181,178,3,126,127,52,51,2023,9
"Brisbane-Cairns","Brisbane","Cairns","QantasLink","Sep-23",74,74,0,47,44,27,30,2023,9
"Brisbane-Canberra","Brisbane","Canberra","QantasLink","Sep-23",171,169,2,131,135,38,34,2023,9
"Brisbane-Emerald","Brisbane","Emerald","QantasLink","Sep-23",117,115,2,84,92,31,23,2023,9
"Brisbane-Gladstone","Brisbane","Gladstone","QantasLink","Sep-23",136,125,11,87,100,38,25,2023,9
"Brisbane-Hobart","Brisbane","Hobart","QantasLink","Sep-23",27,24,3,17,14,7,10,2023,9
"Brisbane-Mackay","Brisbane","Mackay","QantasLink","Sep-23",18,17,1,11,11,6,6,2023,9
"Brisbane-Newcastle","Brisbane","Newcastle","QantasLink","Sep-23",127,120,7,89,94,31,26,2023,9
"Brisbane-Proserpine","Brisbane","Proserpine","QantasLink","Sep-23",26,26,0,24,24,2,2,2023,9
"Brisbane-Rockhampton","Brisbane","Rockhampton","QantasLink","Sep-23",174,170,4,135,146,35,24,2023,9
"Brisbane-Townsville","Brisbane","Townsville","QantasLink","Sep-23",62,61,1,46,45,15,16,2023,9
"Broome-Perth","Broome","Perth","QantasLink","Sep-23",84,83,1,63,69,20,14,2023,9
"Cairns-Brisbane","Cairns","Brisbane","QantasLink","Sep-23",74,74,0,34,25,40,49,2023,9
"Cairns-Townsville","Cairns","Townsville","QantasLink","Sep-23",148,140,8,120,116,20,24,2023,9
"Canberra-Adelaide","Canberra","Adelaide","QantasLink","Sep-23",103,102,1,84,84,18,18,2023,9
"Canberra-Brisbane","Canberra","Brisbane","QantasLink","Sep-23",170,169,1,133,144,36,25,2023,9
"Canberra-Melbourne","Canberra","Melbourne","QantasLink","Sep-23",268,250,18,180,180,70,70,2023,9
"Canberra-Sydney","Canberra","Sydney","QantasLink","Sep-23",456,419,37,314,304,105,115,2023,9
"Coffs Harbour-Sydney","Coffs Harbour","Sydney","QantasLink","Sep-23",111,105,6,83,76,22,29,2023,9
"Darwin-Adelaide","Darwin","Adelaide","QantasLink","Sep-23",60,58,2,53,54,5,4,2023,9
"Darwin-Perth","Darwin","Perth","QantasLink","Sep-23",40,40,0,24,28,16,12,2023,9
"Devonport-Melbourne","Devonport","Melbourne","QantasLink","Sep-23",113,106,7,85,80,21,26,2023,9
"Dubbo-Sydney","Dubbo","Sydney","QantasLink","Sep-23",111,108,3,86,80,22,28,2023,9
"Emerald-Brisbane","Emerald","Brisbane","QantasLink","Sep-23",117,115,2,91,79,24,36,2023,9
"Gladstone-Brisbane","Gladstone","Brisbane","QantasLink","Sep-23",138,125,13,101,98,24,27,2023,9
"Hobart-Brisbane","Hobart","Brisbane","QantasLink","Sep-23",27,24,3,14,14,10,10,2023,9
"Hobart-Melbourne","Hobart","Melbourne","QantasLink","Sep-23",55,54,1,29,25,25,29,2023,9
"Hobart-Sydney","Hobart","Sydney","QantasLink","Sep-23",77,74,3,50,50,24,24,2023,9
"Kalgoorlie-Perth","Kalgoorlie","Perth","QantasLink","Sep-23",53,52,1,38,38,14,14,2023,9
"Karratha-Perth","Karratha","Perth","QantasLink","Sep-23",124,122,2,81,83,41,39,2023,9
"Launceston-Melbourne","Launceston","Melbourne","QantasLink","Sep-23",114,109,5,80,85,29,24,2023,9
"Launceston-Sydney","Launceston","Sydney","QantasLink","Sep-23",30,29,1,17,16,12,13,2023,9
"Mackay-Brisbane","Mackay","Brisbane","QantasLink","Sep-23",22,21,1,13,15,8,6,2023,9
